headline_sentiment_comp,headline_sentiment_pos,headline_sentiment_neu,headline_sentiment_neg,headline_sentiment_but,text_sentiment_comp,text_sentiment_pos,text_sentiment_neu,text_sentiment_neg,text_sentiment_but
-0.361,0.117,0.631,0.252,0,0.924,0.092,0.829,0.079,6
-0.625,0,0.709,0.291,0,-0.993,0.062,0.823,0.115,4
-0.382,0,0.794,0.206,0,-0.982,0.095,0.799,0.106,3
0.67,0.426,0.414,0.16,0,-0.998,0.082,0.779,0.139,3
0,0,1,0,0,-0.999,0.028,0.816,0.156,3
-0.735,0,0.326,0.674,0,-0.998,0.081,0.794,0.125,8
-0.318,0,0.827,0.173,0,-0.995,0.073,0.811,0.117,5
-0.852,0,0.429,0.571,0,-0.999,0.045,0.85,0.105,4
-0.7,0,0.595,0.405,0,0.997,0.132,0.777,0.091,5
0.202,0.237,0.593,0.169,0,-0.996,0.062,0.834,0.104,5
-0.542,0,0.811,0.189,0,0.998,0.112,0.829,0.059,7
0,0,1,0,0,-0.953,0.031,0.916,0.053,5
-0.67,0,0.522,0.478,0,0,0,1,0,0
-0.735,0,0.326,0.674,0,0,0,1,0,0
0.494,0.314,0.686,0,0,0,0,1,0,0
0.273,0.231,0.769,0,0,0,0,1,0,0
0,0,1,0,0,-0.957,0.028,0.91,0.062,0
-0.599,0,0.55,0.45,0,0.92,0.081,0.879,0.04,4
-0.649,0,0.699,0.301,0,-0.997,0.056,0.807,0.137,2
-0.34,0,0.806,0.194,0,-0.864,0.068,0.858,0.075,0
-0.34,0,0.745,0.255,0,-0.974,0.055,0.877,0.069,2
-0.402,0,0.748,0.252,0,-0.994,0.032,0.879,0.088,2
0.802,0.444,0.556,0,0,-0.998,0.076,0.801,0.123,7
-0.818,0,0.571,0.429,0,-1,0.035,0.786,0.179,2
-0.382,0.188,0.412,0.4,0,-0.997,0.054,0.731,0.215,0
0.178,0.172,0.637,0.191,0,-0.809,0.07,0.859,0.071,5
-0.681,0,0.616,0.384,0,-0.999,0.088,0.749,0.163,12
-0.477,0,0.617,0.383,0,-0.997,0.057,0.8,0.143,4
-0.691,0,0.63,0.37,0,-1,0.068,0.747,0.185,7
-0.66,0,0.672,0.328,0,-0.999,0.057,0.76,0.183,0
0.494,0.262,0.738,0,0,-0.989,0.104,0.774,0.122,5
0.459,0.4,0.6,0,0,0.983,0.105,0.838,0.057,0
0,0,1,0,0,0.965,0.127,0.765,0.108,4
-0.778,0,0.595,0.405,0,-1,0.035,0.754,0.212,2
0,0,1,0,0,-0.628,0.054,0.886,0.06,3
0,0,1,0,0,0.098,0.08,0.841,0.079,7
-0.572,0,0.654,0.346,0,-0.991,0.06,0.855,0.085,6
-0.44,0,0.775,0.225,0,-0.946,0.079,0.829,0.093,5
-0.052,0.169,0.645,0.185,0,0.999,0.129,0.824,0.046,8
0,0,1,0,0,-0.525,0.059,0.88,0.062,2
-0.25,0,0.8,0.2,0,-0.97,0.081,0.81,0.109,3
-0.361,0,0.8,0.2,0,-0.675,0.064,0.864,0.072,2
0.202,0.153,0.847,0,0,-0.999,0.07,0.764,0.166,3
-0.511,0,0.732,0.268,0,-0.996,0.071,0.786,0.143,2
0,0,1,0,0,0.972,0.095,0.834,0.071,2
0,0,1,0,0,-0.925,0.046,0.88,0.074,1
-0.341,0,0.806,0.194,0,-0.999,0.06,0.826,0.114,5
-0.34,0,0.769,0.231,0,-0.932,0.067,0.857,0.076,1
0,0,1,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
0.077,0.14,0.744,0.116,0,-0.436,0.075,0.845,0.08,6
-0.25,0,0.75,0.25,0,-0.974,0.059,0.861,0.08,6
-0.791,0,0.562,0.438,0,-0.998,0.086,0.753,0.161,3
0,0,1,0,0,0.993,0.071,0.897,0.032,3
0.494,0.211,0.789,0,0,0.976,0.092,0.875,0.033,2
0,0,1,0,0,0.506,0.104,0.801,0.095,1
0,0,1,0,0,0.998,0.086,0.885,0.029,3
-0.681,0,0.517,0.483,0,-0.999,0.081,0.789,0.13,9
-0.751,0,0.584,0.416,0,-0.923,0.08,0.825,0.095,0
0.421,0.203,0.797,0,0,-1,0.058,0.798,0.144,4
0,0,1,0,0,-0.994,0.037,0.844,0.119,2
-0.66,0,0.694,0.306,0,-0.999,0.066,0.772,0.162,2
0,0,1,0,0,0.993,0.085,0.864,0.051,5
-0.34,0,0.769,0.231,0,-0.988,0.045,0.822,0.133,3
0,0,1,0,0,-0.969,0.03,0.875,0.095,0
-0.226,0,0.808,0.192,0,-0.966,0.076,0.814,0.11,1
0.494,0.348,0.652,0,0,0.996,0.11,0.821,0.07,6
0,0,1,0,0,0.98,0.088,0.836,0.076,8
0,0,1,0,0,0,0,1,0,0
-0.67,0,0.69,0.31,0,0,0,1,0,0
0.178,0.231,0.598,0.171,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
-0.25,0,0.818,0.182,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
0,0,1,0,1,-0.996,0.081,0.796,0.123,5
0,0,1,0,0,-0.994,0.068,0.834,0.097,8
-0.477,0,0.744,0.256,0,-0.999,0.085,0.767,0.148,4
-0.511,0,0.708,0.292,0,-1,0.041,0.719,0.239,2
-0.586,0.197,0.393,0.41,0,-1,0.064,0.814,0.122,4
0,0,1,0,0,-0.623,0.071,0.859,0.07,0
0,0,1,0,0,-0.912,0.098,0.773,0.129,4
-0.691,0,0.513,0.487,0,-0.999,0.059,0.758,0.183,3
0,0,1,0,0,0.989,0.102,0.844,0.053,2
0.854,0.564,0.436,0,0,0.993,0.06,0.906,0.034,3
-0.25,0,0.875,0.125,0,-0.985,0.057,0.866,0.077,3
-0.681,0,0.641,0.359,0,0.991,0.076,0.877,0.047,2
-0.599,0,0.672,0.328,0,-0.999,0.05,0.823,0.126,4
-0.459,0.105,0.614,0.281,0,-0.879,0.087,0.819,0.093,2
-0.527,0,0.638,0.362,0,-0.992,0.047,0.822,0.132,1
0.557,0.31,0.69,0,0,0.992,0.093,0.869,0.038,2
-0.67,0,0.621,0.379,0,-0.976,0.081,0.819,0.1,4
0.44,0.266,0.734,0,0,0.376,0.087,0.83,0.083,4
-0.103,0,0.865,0.135,0,-0.974,0.095,0.796,0.109,3
-0.421,0,0.741,0.259,0,-1,0.053,0.782,0.165,3
-0.61,0,0.644,0.356,0,0.989,0.058,0.899,0.043,8
-0.382,0,0.714,0.286,0,0.648,0.037,0.932,0.031,2
0,0,1,0,0,0.694,0.062,0.888,0.05,5
0.421,0.237,0.763,0,0,0.97,0.101,0.82,0.079,3
0,0,1,0,0,0.999,0.16,0.784,0.055,3
0,0,1,0,1,-0.655,0.101,0.8,0.099,13
-0.421,0,0.682,0.318,0,0.993,0.073,0.889,0.038,7
-0.296,0,0.82,0.18,0,0.841,0.049,0.909,0.042,7
-0.822,0,0.513,0.487,0,-0.999,0.097,0.755,0.148,6
0,0,1,0,0,-0.933,0.057,0.864,0.079,5
0.202,0.184,0.816,0,0,-0.999,0.055,0.774,0.171,1
0,0,1,0,0,0,0,1,0,0
-0.361,0,0.762,0.238,0,0,0,1,0,0
-0.25,0,0.818,0.182,0,0,0,1,0,0
0,0,1,0,0,-0.716,0.081,0.833,0.086,5
0.649,0.414,0.446,0.14,0,-0.827,0.076,0.842,0.083,3
0.511,0.268,0.732,0,0,0.98,0.1,0.847,0.053,1
-0.318,0,0.796,0.204,0,0.928,0.086,0.843,0.071,2
-0.599,0,0.719,0.281,0,-0.989,0.068,0.802,0.13,0
0,0,1,0,0,0.998,0.114,0.82,0.066,4
0,0,1,0,0,-0.951,0.065,0.855,0.08,3
0,0,1,0,0,-0.97,0.06,0.865,0.074,5
0.052,0.098,0.902,0,0,-0.995,0.074,0.815,0.11,5
-0.477,0,0.631,0.369,0,-0.909,0.044,0.896,0.06,2
-0.599,0,0.738,0.262,0,-1,0.092,0.74,0.168,4
-0.625,0,0.541,0.459,0,-0.995,0.083,0.749,0.167,3
-0.44,0.101,0.653,0.246,0,-0.966,0.088,0.822,0.09,21
0.318,0.236,0.63,0.134,0,0.992,0.11,0.816,0.075,6
-0.372,0.13,0.632,0.239,1,0.994,0.115,0.799,0.085,6
0.178,0.208,0.629,0.164,0,0.598,0.038,0.922,0.04,3
-0.292,0,0.834,0.166,0,0.993,0.118,0.793,0.089,6
-0.292,0,0.834,0.166,0,0.963,0.14,0.814,0.046,1
-0.296,0.153,0.568,0.278,0,0.999,0.133,0.813,0.054,5
-0.402,0,0.654,0.346,0,-0.985,0.065,0.843,0.092,6
0.052,0.19,0.634,0.176,0,0.989,0.086,0.868,0.046,7
0.361,0.303,0.562,0.135,0,0.978,0.095,0.835,0.07,3
0,0,1,0,0,-0.982,0.067,0.837,0.096,3
0,0,1,0,0,-0.463,0.059,0.881,0.06,0
0,0,1,0,0,0.903,0.045,0.917,0.039,3
0,0,1,0,0,-0.998,0.06,0.828,0.112,6
0,0,1,0,0,0,0,1,0,0
-0.25,0,0.75,0.25,0,0,0,1,0,0
-0.511,0,0.482,0.518,0,0,0,1,0,0
0,0,1,0,0,0.898,0.071,0.865,0.064,4
-0.599,0,0.647,0.353,0,0.991,0.089,0.857,0.054,5
0,0,1,0,0,-0.996,0.069,0.82,0.111,4
-0.625,0,0.687,0.313,0,-0.906,0.035,0.922,0.043,2
0.128,0.143,0.857,0,0,-0.992,0.066,0.801,0.134,6
-0.765,0,0.577,0.423,0,-0.998,0.038,0.844,0.118,1
-0.542,0,0.759,0.241,0,-0.959,0.102,0.785,0.113,10
-0.494,0,0.656,0.344,1,-0.977,0.067,0.85,0.084,3
-0.778,0,0.541,0.459,0,-0.998,0.043,0.866,0.091,2
-0.511,0,0.65,0.35,0,-0.997,0.041,0.837,0.123,0
-0.421,0,0.648,0.352,0,-0.997,0.064,0.827,0.109,4
0,0,1,0,0,-0.998,0.054,0.759,0.187,2
0.382,0.167,0.833,0,0,0.998,0.158,0.788,0.054,3
-0.883,0,0.466,0.534,0,-0.999,0.055,0.831,0.114,10
0,0,1,0,0,-0.993,0.075,0.808,0.117,5
-0.872,0,0.447,0.553,0,-0.984,0.09,0.803,0.107,4
-0.273,0,0.792,0.208,0,-0.99,0.074,0.824,0.102,0
-0.743,0,0.559,0.441,0,-0.997,0.051,0.843,0.106,5
0,0,1,0,0,-0.865,0.073,0.846,0.08,9
-0.361,0.215,0.403,0.383,0,-0.525,0.072,0.855,0.073,8
0,0,1,0,0,-0.996,0.061,0.81,0.129,1
0,0,1,0,0,0.301,0.082,0.836,0.082,1
0.511,0.292,0.708,0,0,-0.73,0.061,0.875,0.064,3
-0.625,0,0.549,0.451,0,0,0,1,0,0
0.052,0.085,0.915,0,0,0,0,1,0,0
0,0,1,0,0,0.965,0.051,0.919,0.03,3
0.25,0.182,0.818,0,0,0.994,0.092,0.847,0.06,11
0,0,1,0,0,-1,0.049,0.809,0.142,8
-0.625,0.088,0.612,0.299,0,-1,0.08,0.712,0.208,8
-0.557,0,0.705,0.295,0,-0.999,0.039,0.826,0.135,4
-0.557,0,0.603,0.397,0,0.981,0.084,0.85,0.066,3
0.625,0.338,0.662,0,0,0.996,0.078,0.897,0.025,2
-0.625,0,0.661,0.339,0,0.991,0.122,0.798,0.08,4
0.557,0.34,0.66,0,0,-0.948,0.048,0.858,0.094,1
-0.735,0,0.617,0.383,0,-0.997,0.091,0.748,0.161,4
-0.25,0,0.8,0.2,0,-0.735,0.047,0.88,0.073,1
0,0,1,0,0,0.991,0.05,0.931,0.019,3
0,0,1,0,0,0.993,0.1,0.832,0.068,5
0.511,0.452,0.548,0,0,-0.947,0.019,0.895,0.087,1
-0.818,0.103,0.41,0.487,0,-0.981,0.09,0.805,0.106,6
-0.836,0,0.574,0.426,0,-0.967,0.043,0.883,0.075,3
-0.67,0,0.64,0.36,0,-1,0.054,0.765,0.18,9
0.34,0.231,0.769,0,0,0.988,0.072,0.89,0.038,5
0,0,1,0,0,0.997,0.138,0.822,0.04,2
0.128,0.176,0.824,0,0,-0.968,0.058,0.88,0.062,4
-0.382,0,0.755,0.245,0,-0.954,0.024,0.945,0.031,1
-0.7,0,0.547,0.453,0,-0.986,0.029,0.843,0.129,1
0,0,1,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
-0.477,0,0.744,0.256,0,0.976,0.093,0.82,0.087,26
-0.67,0,0.609,0.391,0,-0.998,0.074,0.723,0.203,2
-0.772,0,0.573,0.427,0,-1,0.051,0.765,0.184,6
-0.318,0,0.796,0.204,0,-0.879,0.059,0.873,0.069,5
0,0,1,0,0,-0.991,0.068,0.8,0.132,2
-0.226,0,0.808,0.192,0,-0.994,0.068,0.837,0.095,4
0,0,1,0,0,-0.99,0.044,0.862,0.093,2
0.202,0.13,0.87,0,0,-0.997,0.062,0.83,0.108,4
0.735,0.444,0.556,0,0,0.999,0.16,0.81,0.03,2
-0.494,0.173,0.449,0.378,0,-0.999,0.1,0.734,0.166,7
0.226,0.192,0.808,0,0,0.986,0.089,0.871,0.04,1
0,0,1,0,0,0.996,0.08,0.863,0.057,9
-0.328,0.178,0.561,0.261,0,-0.888,0.107,0.776,0.117,7
-0.791,0,0.611,0.389,0,-0.999,0.065,0.782,0.153,7
0.511,0.292,0.708,0,0,0.936,0.092,0.829,0.079,5
-0.25,0.199,0.542,0.259,0,0.991,0.064,0.922,0.014,1
-0.557,0,0.662,0.338,0,-0.996,0.065,0.825,0.111,2
-0.34,0,0.806,0.194,0,-0.998,0.06,0.846,0.095,5
0,0,1,0,0,0.997,0.105,0.847,0.048,1
-0.34,0,0.821,0.179,0,0.996,0.104,0.831,0.064,4
-0.612,0.138,0.461,0.401,0,-0.988,0.056,0.855,0.089,2
0,0,1,0,0,-0.988,0.059,0.861,0.08,6
0,0,1,0,0,0,0,1,0,0
0.44,0.293,0.707,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
-0.318,0,0.777,0.223,0,0.997,0.116,0.841,0.043,3
0,0,1,0,0,0.998,0.137,0.801,0.062,3
0,0,1,0,0,0.992,0.096,0.832,0.072,6
-0.818,0,0.545,0.455,0,-0.999,0.057,0.755,0.188,5
0,0,1,0,0,0.997,0.119,0.803,0.078,4
0,0,1,0,0,-0.827,0.075,0.842,0.083,0
-0.382,0.189,0.502,0.308,1,1,0.206,0.708,0.086,6
0,0,1,0,0,0.993,0.105,0.826,0.069,2
-0.599,0,0.738,0.262,0,0.998,0.084,0.868,0.048,9
0.44,0.293,0.707,0,0,0.938,0.069,0.869,0.062,3
-0.84,0,0.5,0.5,0,-0.997,0.071,0.811,0.119,3
-0.572,0,0.63,0.37,0,-0.984,0.074,0.832,0.094,5
0.459,0.311,0.566,0.123,0,0.426,0.093,0.819,0.089,8
-0.527,0,0.726,0.274,0,0.995,0.101,0.834,0.065,3
0.586,0.202,0.798,0,0,0.996,0.11,0.815,0.075,10
0.572,0.236,0.764,0,0,-0.918,0.052,0.89,0.059,2
0,0,1,0,0,-0.996,0.059,0.862,0.079,9
-0.477,0,0.78,0.22,0,-0.987,0.091,0.797,0.112,2
0.34,0.194,0.806,0,0,-0.997,0.068,0.81,0.122,1
0.077,0.126,0.874,0,0,0.954,0.097,0.827,0.076,2
0.494,0.314,0.686,0,0,0.926,0.086,0.845,0.069,4
-0.34,0,0.714,0.286,0,0,0,1,0,0
0,0,1,0,0,-0.989,0.075,0.828,0.098,5
0,0,1,0,0,-0.987,0.058,0.864,0.077,7
0,0,1,0,0,0.727,0.045,0.934,0.021,0
0,0,1,0,0,0.995,0.093,0.855,0.053,3
0.527,0.481,0.312,0.206,0,-0.996,0.077,0.785,0.138,3
0.202,0.153,0.847,0,0,-0.981,0.06,0.867,0.073,1
-0.866,0,0.535,0.465,0,-0.987,0.103,0.774,0.123,4
-0.402,0,0.769,0.231,0,0.547,0.09,0.826,0.084,2
0,0,1,0,0,-0.966,0.072,0.844,0.084,9
0,0,1,0,0,0.996,0.104,0.849,0.047,2
0.226,0.137,0.863,0,0,-0.883,0.1,0.799,0.101,3
0.026,0.22,0.569,0.211,0,-0.995,0.078,0.786,0.136,5
-0.649,0,0.65,0.35,0,-0.271,0.045,0.917,0.038,4
-0.572,0,0.73,0.27,0,-0.999,0.073,0.785,0.142,7
-0.542,0,0.72,0.28,0,0.992,0.129,0.802,0.069,0
0,0,1,0,0,-0.997,0.056,0.851,0.093,6
-0.103,0,0.682,0.318,0,0,0,1,0,0
0.361,0.333,0.667,0,0,0,0,1,0,0
-0.649,0,0.583,0.417,0,0,0,1,0,0
-0.625,0,0.661,0.339,0,0,0,1,0,0
0,0,1,0,0,0.982,0.096,0.83,0.074,4
-0.625,0,0.728,0.272,0,-0.993,0.038,0.879,0.083,1
-0.67,0,0.69,0.31,0,-0.998,0.049,0.839,0.112,2
0,0,1,0,0,-0.955,0.07,0.854,0.076,4
0,0,1,0,0,0.872,0.078,0.846,0.076,9
0,0,1,0,0,-0.996,0.039,0.836,0.125,2
0.421,0.318,0.682,0,0,0.998,0.145,0.794,0.061,3
-0.599,0.108,0.576,0.317,0,-0.998,0.06,0.789,0.151,4
0,0.175,0.649,0.175,0,0.98,0.088,0.855,0.057,2
0,0,1,0,0,-0.935,0.088,0.826,0.086,6
0,0,1,0,0,-0.998,0.067,0.773,0.16,2
0,0,1,0,0,0.997,0.102,0.832,0.066,5
0,0,1,0,0,0.992,0.064,0.891,0.045,5
-0.802,0.096,0.479,0.426,0,-0.999,0.061,0.803,0.136,9
-0.625,0,0.687,0.313,0,-0.999,0.053,0.797,0.15,0
-0.44,0,0.756,0.244,0,0,0,1,0,0
-0.382,0.221,0.39,0.39,0,0,0,1,0,0
-0.751,0,0.584,0.416,0,0,0,1,0,0
-0.758,0,0.552,0.448,0,0,0,1,0,0
0,0,1,0,0,-0.925,0.06,0.869,0.07,7
0,0,1,0,0,0.999,0.097,0.886,0.017,5
-0.477,0,0.721,0.279,0,-0.862,0.058,0.85,0.092,1
-0.599,0,0.719,0.281,0,-0.999,0.066,0.797,0.137,6
0,0,1,0,0,0.999,0.121,0.845,0.033,6
0.153,0.282,0.484,0.234,0,-0.996,0.083,0.804,0.113,9
-0.511,0,0.798,0.202,0,0.994,0.101,0.832,0.067,6
0,0,1,0,0,-1,0.051,0.779,0.17,5
-0.459,0,0.75,0.25,0,-0.999,0.067,0.789,0.143,3
0,0,1,0,0,0.997,0.111,0.809,0.08,6
-0.178,0.181,0.571,0.248,0,0,0,1,0,0
-0.226,0,0.826,0.174,0,0,0,1,0,0
-0.66,0,0.645,0.355,0,0.987,0.088,0.852,0.061,2
0.077,0.14,0.86,0,0,0.972,0.06,0.896,0.044,6
-0.586,0,0.696,0.304,0,0.786,0.088,0.828,0.084,7
0,0,1,0,0,-0.999,0.075,0.782,0.143,1
0.735,0.508,0.379,0.114,0,0.995,0.09,0.862,0.048,1
0,0,1,0,0,0.994,0.077,0.877,0.046,1
-0.691,0,0.657,0.343,0,-0.982,0.084,0.817,0.1,3
0,0,1,0,0,-0.992,0.048,0.861,0.091,1
-0.361,0,0.762,0.238,0,0.396,0.094,0.822,0.084,4
-0.681,0,0.556,0.444,0,-0.995,0.068,0.79,0.142,1
-0.511,0,0.769,0.231,0,-0.998,0.076,0.801,0.123,2
0,0,1,0,0,0.997,0.127,0.824,0.049,4
0,0,1,0,0,-0.984,0.035,0.909,0.056,2
0,0,1,0,0,-0.023,0.079,0.842,0.079,5
0,0,1,0,0,-0.936,0.07,0.84,0.09,1
-0.494,0,0.704,0.296,0,-0.997,0.101,0.745,0.154,5
-0.832,0,0.562,0.438,0,-0.999,0.079,0.796,0.125,9
-0.898,0,0.423,0.577,0,-0.997,0.046,0.843,0.111,2
-0.128,0.214,0.534,0.252,0,-0.995,0.04,0.859,0.101,1
-0.691,0,0.551,0.449,0,-0.996,0.079,0.792,0.129,5
0.382,0.206,0.794,0,0,0,0,1,0,0
0.497,0.264,0.736,0,0,0,0,1,0,0
-0.103,0,0.851,0.149,0,0.996,0.135,0.802,0.064,2
-0.511,0.113,0.566,0.321,0,-0.999,0.057,0.802,0.141,2
0,0,1,0,0,-0.991,0.049,0.885,0.066,11
0.361,0.238,0.762,0,0,0.987,0.094,0.877,0.03,3
0.497,0.212,0.788,0,0,-0.997,0.049,0.791,0.16,4
0.128,0.12,0.88,0,0,-0.611,0.07,0.862,0.069,3
-0.477,0,0.693,0.307,0,-0.998,0.031,0.819,0.15,2
-0.856,0,0.515,0.485,0,-0.999,0.046,0.725,0.229,4
0,0,1,0,0,-0.814,0.083,0.831,0.085,3
-0.572,0,0.515,0.485,0,-0.996,0.046,0.85,0.104,3
0,0,1,0,0,-0.975,0.085,0.821,0.095,2
0,0,1,0,0,-0.946,0.08,0.83,0.09,5
-0.66,0,0.645,0.355,0,-0.99,0.037,0.85,0.112,1
-0.318,0.108,0.701,0.191,0,0.999,0.141,0.825,0.034,1
0,0,1,0,0,-0.998,0.03,0.855,0.115,2
-0.859,0,0.387,0.613,0,0,0,1,0,0
-0.527,0,0.779,0.221,0,-0.995,0.064,0.832,0.105,3
-0.318,0,0.813,0.187,0,-0.986,0.065,0.829,0.106,3
0.511,0.248,0.752,0,0,-0.968,0.047,0.886,0.067,2
0.459,0.335,0.472,0.193,0,-0.997,0.061,0.845,0.094,3
0.318,0.247,0.753,0,0,-0.999,0.04,0.826,0.135,4
-0.765,0,0.625,0.375,0,-0.999,0.049,0.751,0.199,2
0,0.21,0.58,0.21,0,-0.992,0.073,0.801,0.125,1
-0.599,0,0.692,0.308,0,-0.988,0.053,0.771,0.175,0
-0.361,0,0.737,0.263,0,0.986,0.109,0.801,0.09,4
0,0,1,0,0,0.288,0.073,0.853,0.073,4
0.153,0.191,0.658,0.151,0,-1,0.042,0.8,0.159,2
0.402,0.213,0.787,0,0,-0.812,0.099,0.803,0.098,4
0,0,1,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
-0.318,0,0.813,0.187,0,0.991,0.122,0.791,0.087,5
0,0,1,0,0,-0.997,0.063,0.829,0.108,7
0.542,0.28,0.72,0,0,0.997,0.128,0.785,0.087,7
0.542,0.259,0.741,0,0,-0.998,0.063,0.821,0.115,6
-0.557,0,0.69,0.31,0,-0.988,0.118,0.733,0.149,5
0,0,1,0,0,-0.991,0.073,0.834,0.093,5
-0.572,0,0.734,0.266,1,-0.992,0.083,0.805,0.112,5
0,0,1,0,0,-0.998,0.091,0.766,0.143,4
0,0,1,0,0,0.976,0.111,0.805,0.084,2
0.402,0.231,0.769,0,0,0.999,0.149,0.777,0.074,4
0,0,1,0,0,0.837,0.101,0.804,0.094,8
0,0,1,0,0,-0.532,0.026,0.94,0.034,2
-0.382,0.182,0.607,0.21,0,-0.998,0.077,0.814,0.11,2
0,0,1,0,0,-0.998,0.06,0.829,0.111,6
0,0,1,0,0,-0.993,0.068,0.836,0.096,8
0.421,0.203,0.797,0,0,-0.924,0.049,0.893,0.058,3
-0.67,0,0.686,0.314,0,-0.969,0.04,0.855,0.105,0
0,0,1,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
0.209,0.33,0.441,0.229,0,0,0,1,0,0
-0.691,0,0.701,0.299,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
0,0,1,0,0,-0.954,0.051,0.883,0.066,5
0,0,1,0,0,-0.128,0.026,0.947,0.027,1
0,0,1,0,0,0.984,0.105,0.806,0.088,5
-0.09,0.084,0.808,0.108,1,-0.979,0.078,0.83,0.093,11
-0.494,0,0.738,0.262,0,-0.993,0.02,0.892,0.088,1
0.542,0.304,0.696,0,0,0.994,0.075,0.918,0.006,3
-0.637,0.16,0.4,0.44,0,-0.998,0.047,0.76,0.193,1
-0.625,0.088,0.612,0.299,0,-0.998,0.033,0.83,0.137,1
-0.128,0.238,0.49,0.273,0,-0.997,0.08,0.795,0.124,3
0,0,1,0,0,0.998,0.115,0.832,0.053,4
0.104,0.121,0.785,0.094,1,-0.992,0.083,0.791,0.125,8
0.649,0.398,0.602,0,0,0.996,0.094,0.846,0.059,6
0,0,1,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
-0.625,0,0.687,0.313,0,0,0,1,0,0
0,0,1,0,0,0.726,0.088,0.823,0.089,6
0,0,1,0,0,-0.998,0.078,0.795,0.127,6
0,0,1,0,0,-0.992,0.078,0.826,0.096,3
0.586,0.352,0.648,0,0,0.999,0.152,0.808,0.04,4
0,0,1,0,0,0.984,0.094,0.839,0.068,4
0,0,1,0,0,0.996,0.073,0.881,0.045,3
0,0,1,0,0,0.703,0.064,0.871,0.065,1
0,0,1,0,0,0.932,0.091,0.835,0.074,0
0,0,1,0,0,-1,0.062,0.793,0.144,11
0.34,0.156,0.844,0,0,0.995,0.097,0.842,0.061,4
0.527,0.274,0.726,0,0,0.998,0.14,0.841,0.019,2
-0.318,0.178,0.576,0.246,0,-0.997,0.101,0.728,0.171,0
0,0,1,0,0,0.92,0.065,0.882,0.053,5
-0.691,0.115,0.485,0.4,0,-0.999,0.039,0.767,0.194,3
0.402,0.252,0.748,0,0,0.994,0.126,0.796,0.078,4
0,0,1,0,0,-0.998,0.089,0.784,0.126,8
-0.511,0,0.538,0.462,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
0.402,0.351,0.649,0,0,0,0,1,0,0
-0.572,0,0.654,0.346,0,0,0,1,0,0
-0.382,0.162,0.563,0.275,0,-0.999,0.089,0.719,0.192,1
